ordernumber;mainnumber;name;supplier;tax;price_EK;pseudoprice_EK;baseprice_EK;from_EK;to_EK;price_H;pseudoprice_H;baseprice_H;from_H;to_H;active;categories
G11170;G11170;Mlekovita tworog 230g x8 stk;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;32
G11171;G11171;Mlekovita Tworog Halbfett st250gr  1 kg 3,19.   Frischkuï¿½se;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;32
G11172;G11172;Mlekovita Tworogr st250gr  1 kg 3,19 Frischkuï¿½se;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;32
G11173;G11173;Mlekowita Schmand 18% 200g x 12stk;Eigenmarke;5,00;0,47;0;;1;beliebig;;;;;;1;32
G11174;G11174;Mlekowita Schmand 400ml x12st;Eigenmarke;5,00;0,75;0;;1;beliebig;;;;;;1;30
G11175;G11175;Mleko w proschku 500gr x 20st;Eigenmarke;5,00;2,59;0;;1;beliebig;;;;;;1;30
G11176;G11176;Mlekpol Kï¿½se Gold Mazurska ca. 2,5kg;Eigenmarke;5,00;4,99;0;;1;beliebig;;;;;;1;30
G11177;G11177;Mlekpol Kefir Sokolski 400g x 12st.;Eigenmarke;5,00;0,43;0;;1;beliebig;;;;;;1;30
G11178;G11178;Mlekpol Laciate Mleko 2% Tetrapack 1L x 12St.;Eigenmarke;5,00;0,49;0;;1;beliebig;;;;;;1;30
G11179;G11179;Mlekpol Laciate Mleko 3,2% Tetrapack 1L x 12St.;Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;30
G11180;G11180;Mlek Pol  Milch 3,8% UHT 1l x 12St.;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;30
G11181;G11181;Mlek POl  Mleko w proszku 20St. x 500g;Eigenmarke;5,00;2,99;0;;1;beliebig;;;;;;1;30
G11182;G11182;Mlezko 800gr Vogelmilch  Violet;Eigenmarke;5,00;0,89;0;;1;beliebig;;;;;;1;56
G11183;G11183;Mletzko  400g x 10 st Dobosz Schokoladowe Vogelmilch;Eigenmarke;5,00;2,19;0;;1;beliebig;;;;;;1;56
G11184;G11184;Mlezko 800gr Vogelmilch  Blau;Eigenmarke;5,00;2,99;0;;1;beliebig;;;;;;1;56
G11185;G11185;Mlezko Teczowe Dobosz 1 kg;Eigenmarke;5,00;3,99;0;;1;beliebig;;;;;;1;56
G11186;G11186;Morliny Szynka Wurst;Eigenmarke;5,00;4,49;0;;1;beliebig;;;;;;1;38
G11187;G11187;Morliny Wurst Pierszak z Kurzaka;Eigenmarke;5,00;6,99;0;;1;beliebig;;;;;;1;38
G11188;G11188;Moynez DEKORACYJNY 12x250ml;Eigenmarke;5,00;0,88;0;;1;beliebig;;;;;;1;49
G11189;G11189;"Muslimska od Zawsze  Wedlyny""""";Eigenmarke;5,00;9,99;0;;1;beliebig;;;;;;1;38
G11190;G11190;Muslimska Olewnik Wurst;Eigenmarke;5,00;8,99;0;;1;beliebig;;;;;;1;38
G11191;G11191;Muslimska Wurst JBB;Eigenmarke;5,00;6,99;0;;1;beliebig;;;;;;1;38
G11192;G11192;Musliwska od Mazazara;Eigenmarke;5,00;7,99;0;;1;beliebig;;;;;;1;38
G11193;G11193;Mustarda Frubex 10 st x 170 gr;Eigenmarke;5,00;0,49;0;;1;beliebig;;;;;;1;49
G11194;G11194;Mustarda Kozaka Roleski 175 gr x 10 st;Eigenmarke;5,00;0,45;0;;1;beliebig;;;;;;1;49
G11195;G11195;Mustarda Kremska 175 gr x 10 st Roleski;Eigenmarke;5,00;0,45;0;;1;beliebig;;;;;;1;49
G11196;G11196;Mustarda Roleski Harzanowa 175mlx10st;Eigenmarke;5,00;0,49;0;;1;beliebig;;;;;;1;49
G11197;G11197;Mustarda Rosyjska 175 gr x 10st;Eigenmarke;5,00;0,45;0;;1;beliebig;;;;;;1;49
G11198;G11198;Mustarda Sarepska Roleski 175 g x 10 st;Eigenmarke;5,00;0,45;0;;1;beliebig;;;;;;1;49
G11199;G11199;Mustarda Staropolska Roleski 175 gr x 10 st;Eigenmarke;5,00;0,45;0;;1;beliebig;;;;;;1;49
G11200;G11200;Mustarda Stolowa Roleski 175 gr x 10 st;Eigenmarke;5,00;0,45;0;;1;beliebig;;;;;;1;49
G11201;G11201;Mustard Jerosalimska 175g x 10stk;Eigenmarke;5,00;0,45;0;;1;beliebig;;;;;;1;49
G11202;G11202;Mysliwska Sucha Wurst Stara Wedzarna;Eigenmarke;5,00;8,99;0;;1;beliebig;;;;;;1;38
G11203;G11203;NASZA SPECJALNOSC Barszcz bialy;Eigenmarke;5,00;0,43;0;;1;beliebig;;;;;;1;51
G11204;G11204;NASZA SPECJALNOSC Rosol z kury z makaronem;Eigenmarke;5,00;0,43;0;;1;beliebig;;;;;;1;51
G11205;G11205;NASZA SPECJALNOSC Zupa Grzybowa;Eigenmarke;5,00;0,43;0;;1;beliebig;;;;;;1;51
G11206;G11206;NASZA SPECJALNOSC Zupa Jarzynowa;Eigenmarke;5,00;0,43;0;;1;beliebig;;;;;;1;51
G11207;G11207;NASZA SPECJALNOSC Zurek z grzybami;Eigenmarke;5,00;0,43;0;;1;beliebig;;;;;;1;51
G11208;G11208;Naud Hidden Loot - Ambera Spiced Panama Rum 40% vol 700ml x 6 st;Eigenmarke;16,00;19,99;0;;1;beliebig;;;;;;1;69
G11209;G11209;NAUD Ron Panama 15 Jare Rum 41,3% Vol 700ml x 6 st;Eigenmarke;16,00;24,99;0;;1;beliebig;;;;;;1;69
G11210;G11210;NAUD XO fine Cognac 40% Vol 700ml x 6 st;Eigenmarke;16,00;49,99;0;;1;beliebig;;;;;;1;69
G11211;G11211;Nesstle 250 gr x 10st Corn;Eigenmarke;5,00;1,29;0;;1;beliebig;;;;;;1;20
G11212;G11212;Nik-Pol Geflï¿½gel Brï¿½hwurst;Eigenmarke;5,00;3,79;0;;1;beliebig;;;;;;1;38
G11213;G11213;Nik Pol Szynka  Regionalna Lososiowa;Eigenmarke;5,00;7,99;0;;1;beliebig;;;;;;1;38
G11214;G11214;Niteczka do Sup 250g/20/ Pol Mak;Eigenmarke;16,00;0,79;0;;1;beliebig;;;;;;1;51
G11215;G11215;Oblaty Slaskie light 22g x 23stk;Eigenmarke;5,00;0,49;0;;1;beliebig;;;;;;1;56
G11216;G11216;Oblaty Slaskie suï¿½uï¿½ traditionell 30g x 23stk;Eigenmarke;5,00;0,49;0;;1;beliebig;;;;;;1;56
G11217;G11217;Oblaty Slaskie Vanille 30g x 23stk;Eigenmarke;5,00;0,49;0;;1;beliebig;;;;;;1;56
G11218;G11218;Odra Chalwa 50gr x 20 st Mletzna;Eigenmarke;5,00;0,45;0;;1;beliebig;;;;;;1;56
G11219;G11219;Odra Chalwa 65gr x 20 st Fantaziyjna;Eigenmarke;5,00;0,45;0;;1;beliebig;;;;;;1;56
G11220;G11220;Odra chalwa 65gr x 20 st Z Bakaliami;Eigenmarke;5,00;0,45;0;;1;beliebig;;;;;;1;56
G11221;G11221;Odra Chalwa 65g x 20St.;Eigenmarke;5,00;0,39;0;;1;beliebig;;;;;;1;56
G11222;G11222;Odra Chalwa 65g x 20St. WANILA;Eigenmarke;5,00;0,45;0;;1;beliebig;;;;;;1;56
G11223;G11223;Odra Duetka 400 gr  x 10 st;Eigenmarke;5,00;1,99;0;;1;beliebig;;;;;;1;56
G11224;G11224;Odra OPOLANKA Galaretka 2,5 kg;Eigenmarke;5,00;4,49;0;;1;beliebig;;;;;;1;56
G11225;G11225;ODRA Trufla Luz 2,5;Eigenmarke;5,00;4,99;0;;1;beliebig;;;;;;1;56
G11226;G11226;Ogonowka Biegun Szynka;Eigenmarke;5,00;7,99;0;;1;beliebig;;;;;;1;38
G11227;G11227;Ogorkowa Frubex Przecier 280g x 10stk;Eigenmarke;5,00;0,55;0;;1;beliebig;;;;;;1;39
G11228;G11228;Ogorkowy Przecier 300g x 10St. Vitarol;Eigenmarke;5,00;0,62;0;;1;beliebig;;;;;;1;39
G11229;G11229;Ogurki Kanapkowe Rolnik 690mlx 6st;Eigenmarke;5,00;1,29;0;;1;beliebig;;;;;;1;39
G11230;G11230;Ogurki Kanapkowe Vitarol 650 ml x 8 st;Eigenmarke;5,00;1,39;0;;1;beliebig;;;;;;1;39
G11231;G11231;Ogurkowa Priprawa Lunjak 8st x 290 gr;Eigenmarke;5,00;0,89;0;;1;beliebig;;;;;;1;39
G11232;G11232;Ogurkowa Pryprawa Frubex 320 gr x10 st;Eigenmarke;5,00;0,59;0;;1;beliebig;;;;;;1;39
G11233;G11233;Ogurkowa Pryprawa VItarol 320 ml x10st;Eigenmarke;5,00;0,59;0;;1;beliebig;;;;;;1;39
G11234;G11234;Okorok Gereuchertehuï¿½nchen;Eigenmarke;5,00;4,39;0;;1;beliebig;;;;;;1;39
G11235;G11235;Olchowa Wurst NikPol;Eigenmarke;5,00;3,99;0;;1;beliebig;;;;;;1;38
G11236;G11236;Olewnik 255gr Sucha Krakowska;Eigenmarke;5,00;2,99;0;;1;beliebig;;;;;;1;38
G11237;G11237;Olewnik 320 gr Sucha Wurst ï¿½ï¿½;Eigenmarke;5,00;3,99;0;;1;beliebig;;;;;;1;38
G11238;G11238;Olewnik Kabanosy Kruche 150 gr ï¿½ï¿½;Eigenmarke;5,00;1,89;0;;1;beliebig;;;;;;1;38
G11239;G11239;Olewnik Krakowska sucha 320g;Eigenmarke;5,00;3,99;0;;1;beliebig;;;;;;1;38
G11240;G11240;Olewnik Mysliwska kielbasa 270g;Eigenmarke;5,00;2,99;0;;1;beliebig;;;;;;1;38
G11241;G11241;Olewnik Zywieska sucha 220 gr ï¿½ï¿½;Eigenmarke;5,00;2,49;0;;1;beliebig;;;;;;1;38
G11242;G11242;Oliven 220 gr x 12st Smak;Eigenmarke;5,00;1,39;0;;1;beliebig;;;;;;1;22
G11243;G11243;Oplatki Otkritka Swiateczny;Eigenmarke;5,00;0,39;0;;1;beliebig;;;;;;1;56
G11244;G11244;Oponki Wanilla 1,5 kg/ZAPALA;Eigenmarke;5,00;6,99;0;;1;beliebig;;;;;;1;56
G11245;G11245;Orangada 1,25litr x 6 st inklï¿½siv 0,25 pfand;Eigenmarke;16,00;0,79;0;;1;beliebig;;;;;;1;68
G11246;G11246;Orangada Galaretka Weis 160 gr x 12 st;Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;56
G11247;G11247;Orangada Galaretka Zerwona 160 gr x 12 st;Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;56
G11248;G11248;Oranzada biala 1,25L x 6St.;Eigenmarke;16,00;0,63;0;;1;beliebig;;;;;;1;68
G11249;G11249;Oranzada czerwona 1,25L x 6St.;Eigenmarke;16,00;0,79;0;;1;beliebig;;;;;;1;68
G11250;G11250;Oranzada Galaretka Bjala 160 gr x 12 st;Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;56
G11251;G11251;Orech laskowew schokolade80grx20st;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;56
G11252;G11252;Oreo Kekse 175  gr x 12 st;Eigenmarke;5,00;0,95;0;;1;beliebig;;;;;;1;56
G11253;G11253;Orio DUBLE Kï¿½kse 170gr x 10 st;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;56
G11254;G11254;Orzechy laskowe w czekolade 70gx14stk;Eigenmarke;5,00;1;0;;1;beliebig;;;;;;1;56
G11255;G11255;Oskroba Ciastka Sloneczne 300g x 9stk;Eigenmarke;5,00;0,89;0;;1;beliebig;;;;;;1;56
G11256;G11256;OSM Czarnkow Tworog extra ca. 5Kg/Pack.;Eigenmarke;5,00;3,49;0;;1;beliebig;;;;;;1;32
G11257;G11257;Otkritki POlski Geschï¿½nkskarte;Eigenmarke;16,00;0,57;0;;1;beliebig;;;;;;1;23
G11258;G11258;Pajda z Mazurskiego  Strangu;Eigenmarke;5,00;9,99;0;;1;beliebig;;;;;;1;38
G11259;G11259;Paleszka Kremowka morelowa 200g/12 st Dr. Gerard;Eigenmarke;5,00;1,19;0;;1;beliebig;;;;;;1;56
G11260;G11260;Palezki Kremowki 200gr x12 st Dr Gerard;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;56
G11261;G11261;Paluszki Imeinowe 30St. x 70gr;Eigenmarke;5,00;0,39;0;;1;beliebig;;;;;;1;56
G11262;G11262;Pamapol Fasolka po bretonsku z kielbasa 8St. x 500ml;Eigenmarke;5,00;1,39;0;;1;beliebig;;;;;;1;39
G11263;G11263;Pamapol Flaczki w rosole 8St. x 590g (500g?);Eigenmarke;5,00;1,39;0;;1;beliebig;;;;;;1;39
G11264;G11264;Pamapol Golabki w sosie pomidorowym 8St. x 665g (500g?u);Eigenmarke;5,00;1,39;0;;1;beliebig;;;;;;1;39
G11265;G11265;Pamapol Golonka 300gr x 12 st;Eigenmarke;5,00;1,69;0;;1;beliebig;;;;;;1;39
G11266;G11266;Pamapol Gulasz 300gr x 12st;Eigenmarke;5,00;1,99;0;;1;beliebig;;;;;;1;39
G11267;G11267;Pamapol Klopsiki w sosie pomidorowym 8stk x 665g (500g?u);Eigenmarke;5,00;1,39;0;;1;beliebig;;;;;;1;39
G11268;G11268;Pamapol Lopatka 300gr x 12 st;Eigenmarke;5,00;1,99;0;;1;beliebig;;;;;;1;39
G11269;G11269;Pamapol Pulpety w sosie pomidorowym 8 St. x 665g (500g?u);Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;39
G11270;G11270;Pamapol Swiezonka w szl Maryn 300gr x 6 st;Eigenmarke;5,00;1,99;0;;1;beliebig;;;;;;1;39
G11271;G11271;Pamapol Tyroska 300gr x 12 st;Eigenmarke;5,00;1,59;0;;1;beliebig;;;;;;1;39
G11272;G11272;Papirus Pomysl na Soczysta Piers Kurczaka w Ziolach Prowanzaskich  ;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;39
G11273;G11273;Paprika  1.KL 5kg;Eigenmarke;5,00;1,39;0;;1;beliebig;;;;;;1;22
G11274;G11274;Paprika Dawtona 780 ml x 6 st;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;39
G11275;G11275;Paprika Domowa Vitarol 650 gr x  6st;Eigenmarke;5,00;1,39;0;;1;beliebig;;;;;;1;39
G11276;G11276;Paprika Frubex 900 ml x 8 st;Eigenmarke;5,00;1,19;0;;1;beliebig;;;;;;1;39
G11277;G11277;Paprika Rot 1.KL 5kg;Eigenmarke;5,00;1,59;0;;1;beliebig;;;;;;1;22
G11278;G11278;Paprikarsz 135 grx 12st Dega Fischkonzerwe;Eigenmarke;5,00;0,45;0;;1;beliebig;;;;;;1;39
G11279;G11279;Paprikarsz 165 gr x 24 st Ewra Fisch;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;39
G11280;G11280;Paprikarsz  Ewra Fisch 300 grx18st;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;39
G11281;G11281;Paprikarsz Grall 300grx12st;Eigenmarke;5,00;0,89;0;;1;beliebig;;;;;;1;39
G11282;G11282;Paprikarsz Losos 18stx310gr;Eigenmarke;5,00;0,89;0;;1;beliebig;;;;;;1;39
G11283;G11283;Paprikarz 250 x12st Dega;Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;39
G11284;G11284;Paprika Vitarol 900grx8st;Eigenmarke;5,00;1,39;0;;1;beliebig;;;;;;1;39
G11285;G11285;Paprika Weiuï¿½ 1.KL 5kg;Eigenmarke;5,00;1,58;0;;1;beliebig;;;;;;1;22
G11286;G11286;Parlament  - Vodka 40% 0,5L x 12 xt;Eigenmarke;16,00;6,29;0;;1;beliebig;;;;;;1;69
G11287;G11287;Parowka z Szynka Krakus 200gr;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;38
G11288;G11288;Parowki  Drobjowe Wedzone (Sosiski);Eigenmarke;5,00;2,69;0;;1;beliebig;;;;;;1;38
G11289;G11289;Parowki Z Kurczata Berlinki 250gr;Eigenmarke;5,00;1,39;0;;1;beliebig;;;;;;1;38
G11290;G11290;Parowki z Szynki 250 gr JBB;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;38
G11291;G11291;Parowkowa Dobra Marka;Eigenmarke;5,00;3,39;0;;1;beliebig;;;;;;1;38
G11292;G11292;Pastete Profi Wiepersowy 131 gr  x 12 st;Eigenmarke;5,00;0,42;0;;1;beliebig;;;;;;1;39
G11293;G11293;Pastete profi Z grybamy Lesnimy   131 gr x 12 st;Eigenmarke;5,00;0,42;0;;1;beliebig;;;;;;1;39
G11294;G11294;Pastetowa Firmowa DUDA 12 STK;Eigenmarke;5,00;0,89;0;;1;beliebig;;;;;;1;39
G11295;G11295;Pastetowa Wedzona JBB wurst;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;39
G11296;G11296;Pastet Profi 250grx8st;Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;39
G11297;G11297;Pastet Zapekany z Zurawina 200 gr;Eigenmarke;5,00;1,19;0;;1;beliebig;;;;;;1;39
G11298;G11298;Pastet z Zurawina 200 gr;Eigenmarke;5,00;1,22;0;;1;beliebig;;;;;;1;39
G11299;G11299;Pasztetowa JBB 200gr Drobjowa z Dodatkiem wiperzowem;Eigenmarke;5,00;0,89;0;;1;beliebig;;;;;;1;39
G11300;G11300;Patison Urbanek  670 ml x 8 st;Eigenmarke;5,00;2,29;0;;1;beliebig;;;;;;1;39
G11301;G11301;Perniki Precle 150g/12st/BAHLSEN;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;39
G11302;G11302;Perniki Sliwkowe 150g/12st/BAHLSEN;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;39
G11303;G11303;Perniki Truskawkowe 150g/12st/BAHLSEN;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;39
G11304;G11304;Petrosilien Frisch;Eigenmarke;5,00;14,99;0;;1;beliebig;;;;;;1;22
G11305;G11305;PG Tea Bags Strong 6Kg (8 x 750g(300Beutel));Eigenmarke;5,00;5,99;0;;1;beliebig;;;;;;1;64
G11306;G11306;Piatnica Landmilch 1l x 6stk;Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;30
G11307;G11307;Piatnica Schmand 18% 400g x 12stk;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;30
G11308;G11308;Piernik EUROPEJSKI W glazure 700 gr;Eigenmarke;5,00;1,79;0;;1;beliebig;;;;;;1;56
G11309;G11309;Pjatniza Tworog Fett s t250 gr Frischkuï¿½se;Eigenmarke;5,00;3,59;0;;1;beliebig;;;;;;1;32
G11310;G11310;Placek Letni NOVA Tort;Eigenmarke;5,00;4,99;0;;1;beliebig;;;;;;1;56
G11311;G11311;Plastikeimer 0,6 litr x 112 st;Eigenmarke;16,00;0,18;0;;1;beliebig;;;;;;1;23
G11312;G11312;Plastikeimer 10 Litr;Eigenmarke;16,00;1,39;0;;1;beliebig;;;;;;1;23
G11313;G11313;Plastikeimer 112 St.x 0,5l.;Eigenmarke;16,00;0,18;0;;1;beliebig;;;;;;1;23
G11314;G11314;Plastikeimer 120St.x3,0l.;Eigenmarke;16,00;0,55;0;;1;beliebig;;;;;;1;23
G11315;G11315;Plastikeimer 2,5l.;Eigenmarke;16,00;0,55;0;;1;beliebig;;;;;;1;23
G11316;G11316;Podgrzybek Brunatny Suszony 40g x 10st.;Eigenmarke;5,00;2,59;0;;1;beliebig;;;;;;1;22
G11317;G11317;Podpravka Vegeta 75g x 35st.;Eigenmarke;5,00;0,59;0;;1;beliebig;;;;;;1;45
G11318;G11318;Podwawelska Grill PRE 340 gr KAB;Eigenmarke;5,00;1,69;0;;1;beliebig;;;;;;1;38
G11319;G11319;Podwawelska Grilowa KABANOS;Eigenmarke;5,00;5,89;0;;1;beliebig;;;;;;1;38
G11320;G11320;Podwawelska Wurst Dobra;Eigenmarke;5,00;3,49;0;;1;beliebig;;;;;;1;38
G11321;G11321;Podwawelska Wurst Korona;Eigenmarke;5,00;4,99;0;;1;beliebig;;;;;;1;38
G11322;G11322;Podwawelska Wurst NIK POL;Eigenmarke;5,00;5,99;0;;1;beliebig;;;;;;1;38
G11323;G11323;Po Goralsku Kielbasa Wurst;Eigenmarke;5,00;3,99;0;;1;beliebig;;;;;;1;38
G11324;G11324;Poledwiczka Borowjaka;Eigenmarke;5,00;7,49;0;;1;beliebig;;;;;;1;38
G11325;G11325;POLEDWICZKA WEDZONA ;Eigenmarke;5,00;9,99;0;;1;beliebig;;;;;;1;38
G11326;G11326;POledwizka NIk POL Tradizijna;Eigenmarke;5,00;9,99;0;;1;beliebig;;;;;;1;38
G11327;G11327;Polmak Gnizda NItka 500gr x 8 st;Eigenmarke;5,00;1,49;0;;1;beliebig;;;;;;1;66
G11328;G11328;Polmak Kliski Do Zupy 250gr x 20 st;Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;66
G11329;G11329;Polmak Krajanka 250 gr x 30st;Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;66
G11330;G11330;Pol-mak Makaron Staropolski 250g x 20st.;Eigenmarke;5,00;0,49;0;;1;beliebig;;;;;;1;66
G11331;G11331;Pol-mak Makaron Tradycyjny 250g x 30st.;Eigenmarke;5,00;0,55;0;;1;beliebig;;;;;;1;66
G11332;G11332;Polmak Niteczka do Sup 250g/20/ Pol Mak;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;66
G11333;G11333;Pomorzanka Makarena 200g x 12stk;Eigenmarke;5,00;1,25;0;;1;beliebig;;;;;;1;56
G11334;G11334;Pomozelki 90 gr/24st/MILLINO;Eigenmarke;5,00;0,39;0;;1;beliebig;;;;;;1;56
G11335;G11335;Pomysl  Karkowke z Zimnjakamy 30 gr x32 st;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;45
G11336;G11336;Pomysl Kurzaka W Souse Serowwom 28 gr x 25 st;Eigenmarke;5,00;0,59;0;;1;beliebig;;;;;;1;45
G11337;G11337;Pomysl Makarone z Serem 22st x 47 gr;Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;45
G11338;G11338;Pomysl na Gulasch 47gr x 25st;Eigenmarke;5,00;0,63;0;;1;beliebig;;;;;;1;45
G11339;G11339;Pomysl Na Gulasch Paprikowy 41 gr x 32 st;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;45
G11340;G11340;Pomysl Na Karkowka z Ziemnikami i MARCHEWKA 30grx 32 st;Eigenmarke;5,00;0,85;0;;1;beliebig;;;;;;1;45
G11341;G11341;Pomysl na Kotlety Melone 25 st x 69 gr;Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;45
G11342;G11342;Pomysl na Kotlety Schabowe 44 gr x 32st;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;45
G11343;G11343;Pomysl na Kurczaka po chinsku;Eigenmarke;5,00;0,53;0;;1;beliebig;;;;;;1;45
G11344;G11344;Pomysl na Kurzaka w Souse Smitankowo - ziolowim 30 gr x 25 st;Eigenmarke;5,00;0,63;0;;1;beliebig;;;;;;1;45
G11345;G11345;Pomysl na Kurzaka w souse Wlasnom z Mozarella 35 gr x 25 st;Eigenmarke;5,00;0,63;0;;1;beliebig;;;;;;1;45
G11346;G11346;Pomysl na Rybu 32 gr x 22 st  w Souse Smetana koperkowem;Eigenmarke;5,00;0,63;0;;1;beliebig;;;;;;1;45
G11347;G11347;Pomysl na Soczystego Kurczaka w Razmorynie i Ziolach;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;45
G11348;G11348;Pomysl na Spageti po Bolognese  ITALIA  27 st x 44 gr;Eigenmarke;5,00;0,63;0;;1;beliebig;;;;;;1;45
G11349;G11349;Pomysl na Spageti po Bolonsku ITALIA  25 st x 46 gr;Eigenmarke;5,00;0,59;0;;1;beliebig;;;;;;1;45
G11350;G11350;Pomysl na  Spaghetti Napoli Gewï¿½rzmischung 47g x 25st;Eigenmarke;5,00;0,63;0;;1;beliebig;;;;;;1;45
G11351;G11351;Pomysl na Zapiekanke makaronowa z szynka;Eigenmarke;5,00;0,59;0;;1;beliebig;;;;;;1;45
G11352;G11352;Pomysl Neopoletanski 47 gr x 25 stwinjary;Eigenmarke;5,00;0,59;0;;1;beliebig;;;;;;1;45
G11353;G11353;Pomysl Papirus  NaSoczysta piers kurzaka z Paprika 23,2 x 26 st;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;45
G11354;G11354;Pomysl Papirus pier kurczaka z Czosnikem i Ziolami 23,7gr x 26 st;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;45
G11355;G11355;Pomysl Papirus Soczysta Kurzaka w pomidorach z Bazylia 34st x 24,4 gr;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;45
G11356;G11356;Pomysl Steki Z Karkowki 32st x 44gr;Eigenmarke;5,00;0,79;0;;1;beliebig;;;;;;1;45
G11357;G11357;Pomysl Zapikanke ziemneczana z miesa melony 42 gr x 22st;Eigenmarke;5,00;0,69;0;;1;beliebig;;;;;;1;45
G11358;G11358;Pop Korn 20 gr x 12 st;Eigenmarke;5,00;4,44;0;;1;beliebig;;;;;;1;
G11359;G11359;Porawkowa Nik POl Wurst Sardelen;Eigenmarke;5,00;4,29;0;;1;beliebig;;;;;;1;38
G11360;G11360;Primavera 209 gr x 12st;Eigenmarke;5,00;3,39;0;;1;beliebig;;;;;;1;56
G11361;G11361;Prince polo 17,5g x 28 stk x 16 Display;Eigenmarke;5,00;3,99;0;;1;beliebig;;;;;;1;56
G11362;G11362;Prince Polo classic 17,5g x 28St.;Eigenmarke;5,00;0,15;0;;1;beliebig;;;;;;1;56
G11363;G11363;Prince Polo classic 36g x 32St.;Eigenmarke;5,00;0,25;0;;1;beliebig;;;;;;1;56
G11364;G11364;Prince Polo kokosowe w mlecznej czekoladzie XXL 28Stx52gr.;Eigenmarke;5,00;0,35;0;;1;beliebig;;;;;;1;56
G11365;G11365;Prince Polo orzechowe 36g x 32St.;Eigenmarke;5,00;0,25;0;;1;beliebig;;;;;;1;56
G11366;G11366;Prince polo xxl 52g x 28stk;Eigenmarke;5,00;0,35;0;;1;beliebig;;;;;;1;56
G11367;G11367;Prince Polo XXL classic 52g x 28St.;Eigenmarke;5,00;0,35;0;;1;beliebig;;;;;;1;56
G11368;G11368;Prince Polo XXL Kokos 52g x 28stk.;Eigenmarke;5,00;0,33;0;;1;beliebig;;;;;;1;56
G11369;G11369;Prince Polo XXL mleczne 52g x 28St.;Eigenmarke;5,00;0,33;0;;1;beliebig;;;;;;1;56
G11370;G11370;Prince Polo XXL orzechowe 52g x 28St.;Eigenmarke;5,00;0,35;0;;1;beliebig;;;;;;1;56
G11371;G11371;Princessa BANANOWE  38gr x 30 st;Eigenmarke;5,00;0,33;0;;1;beliebig;;;;;;1;56
G11372;G11372;Princessa Browni 33 gr x30 st;Eigenmarke;5,00;0,33;0;;1;beliebig;;;;;;1;56
G11373;G11373;Princessa Dark 30st x 41gr;Eigenmarke;5,00;0,33;0;;1;beliebig;;;;;;1;56
G11374;G11374;Princessa Intense COCONUT 30,5 grx30st  WHITE Coconut;Eigenmarke;5,00;0,35;0;;1;beliebig;;;;;;1;56
G11375;G11375;Princessa Intense PEANUT Butter 31 grx30st;Eigenmarke;5,00;0,35;0;;1;beliebig;;;;;;1;56
G11376;G11376;Princessa Intense Schoko 30,5 grx30st;Eigenmarke;5,00;0,35;0;;1;beliebig;;;;;;1;56
G11377;G11377;Princessa kokosowa biala 33g x 30St.;Eigenmarke;5,00;0,25;0;;1;beliebig;;;;;;1;56
G11378;G11378;Princessa Malina 33gx30st;Eigenmarke;5,00;0,35;0;;1;beliebig;;;;;;1;56
