ordernumber;mainnumber;name;additionalText;supplier;tax;price_EK;pseudoprice_EK;baseprice_EK;from_EK;to_EK;price_H;pseudoprice_H;baseprice_H;from_H;to_H;active;instock;stockmin;description;description_long;shippingtime;added;changed;releasedate;shippingfree;topseller;keywords;minpurchase;purchasesteps;maxpurchase;purchaseunit;referenceunit;packunit;unitID;pricegroupID;pricegroupActive;laststock;suppliernumber;weight;width;height;length;ean;similar;configuratorsetID;configuratortype;configuratorOptions;categories;propertyGroupName;propertyValueName;accessory;imageUrl;main;attr1;attr2;attr3;purchasePrice;metatitle;;;;;;;;;;;
G11703;G11703;Sobik Maslo extra oselka gorska 82% 300gx 24stk;;Eigenmarke;5;2,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;24;24;500;1;24;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;10;0,99;;0
G11704;G11704;Soda Cygorija 60 gr x 30st;;Eigenmarke;5;0,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;30;30;500;1;30;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;37;0,49;;0
G11705;G11705;Soda oczyszczona 70g x 25St.;;Eigenmarke;5;0,25;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;25;25;500;1;25;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;20;0,63;;0
G11706;G11706;Soda Oczyszczona 80Gr x 20 st Gellwe;;Eigenmarke;5;0,19;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;20;20;500;1;20;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;35;0,63;;0
G11707;G11707;Sok Dawtona Swikolni Saft 330 x12 st;;Eigenmarke;16;0,42;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;73;;;;;;;;;;;;;;;;;;35;0,49;;0
G11708;G11708;Sok Dawtona Welowarzywny POmidorowe 330 ml x 12 st;;Eigenmarke;16;0,42;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;73;;;;;;;;;;;;;;;;;;20;0,63;;0
G11709;G11709;Sokolow Golonka Wieprzowa 6St. x 300g;;Eigenmarke;5;1,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;8;1,35;;0
G11710;G11710;Sokolow Gulasz angielski 300g x 6St.;;Eigenmarke;5;1,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;8;1,35;;0
G11711;G11711;Sokolow Melonka Wipersowa 300grx12st;;Eigenmarke;5;1,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;8;1,35;;0
G11712;G11712;Sokolow Specjal Wiejski 6St. x 300gEinzelpreis;;Eigenmarke;5;1,69;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;8;1,35;;0
G11713;G11713;Sokolow wepirzowina 300grx12st;;Eigenmarke;5;1,89;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;37;0,63;;0
G11714;G11714;Sokolow Wiepersowina z Galaretka 300gr x12 st;;Eigenmarke;5;1,39;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;55;;;;;;;;;;;;;;;;;;37;0,57;;0
G11715;G11715;Sokolow Wolowina w sosie wlasnym 6St. x 300g;;Eigenmarke;5;1,89;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;20;0,59;;0
G11716;G11716;Solidarnosc Golden Pralines Toffino 2500g;;Eigenmarke;5;17,48;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;2,5;KTN;10;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;8;1,35;;0
G11717;G11717;Solidarnosc Zloty Adwokat 2500g;;Eigenmarke;5;19,98;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;2,5;KTN;10;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;6;0,89;;0
G11718;G11718;Solidarnosc Zloty Orzech 2500g;;Eigenmarke;5;17,48;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;2,5;KTN;10;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;37;0,53;;0
G11719;G11719;Soplica Apfel 0,5 x 15 st;;Eigenmarke;16;5,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;15;15;500;1;15;St;4;;0;0;;0;;;;;;;;;69;;;;;;;;;;;;;;;;;;22;0,59;;0
G11720;G11720;Soplica Czarna porzeczka 32% 0,5l x 15St.;;Eigenmarke;16;5,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;15;15;500;1;15;St;4;;0;0;;0;;;;;;;;;69;;;;;;;;;;;;;;;;;;35;0,53;;0
G11721;G11721;Soplica Haselnuss 100ml x 12stk;;Eigenmarke;16;1,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;69;;;;;;;;;;;;;;;;;;35;0,53;;0
G11722;G11722;Soplica Jagodowa 0,5 L x 15 st;;Eigenmarke;16;5,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;15;15;500;1;15;St;4;;0;0;;0;;;;;;;;;69;;;;;;;;;;;;;;;;;;35;0,53;;0
G11723;G11723;Soplica Laskowe Orechowa 0,5Lx15st;;Eigenmarke;16;5,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;15;15;500;1;15;St;4;;0;0;;0;;;;;;;;;69;;;;;;;;;;;;;;;;;;35;0,53;;0
G11724;G11724;Soplica Malina  100ml x 12stk;;Eigenmarke;16;1,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;69;;;;;;;;;;;;;;;;;;35;0,49;;0
G11725;G11725;Soplica Malinowa 32% 0,5l x 15St.;;Eigenmarke;16;5,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;15;15;500;1;15;St;4;;0;0;;0;;;;;;;;;69;;;;;;;;;;;;;;;;;;35;0,53;;0
G11726;G11726;Soplica Mirobelowa 0,5L x 15 st 0,32 %;;Eigenmarke;16;5,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;15;15;500;1;15;St;4;;0;0;;0;;;;;;;;;69;;;;;;;;;;;;;;;;;;37;0,49;;0
G11727;G11727;Soplica Morelowa  Aprikose 0,5l x 15;;Eigenmarke;16;5,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;15;15;500;1;15;St;4;;0;0;;0;;;;;;;;;69;;;;;;;;;;;;;;;;;;30;0,69;;0
G11728;G11728;Soplica Orechowa Wlosky 0,5Lx15st;;Eigenmarke;16;5,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;15;15;500;1;15;St;4;;0;0;;0;;;;;;;;;69;;;;;;;;;;;;;;;;;;8;1,35;;0
G11729;G11729;Soplica Pflaumen 100ml x 12stk;;Eigenmarke;16;1,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;69;;;;;;;;;;;;;;;;;;25;0,69;;0
G11730;G11730;Soplica Pigwa 0,5Lx15st;;Eigenmarke;16;5,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;69;;;;;;;;;;;;;;;;;;30;0,63;;0
G11731;G11731;Soplica Pigwa 100ml x 12 stk;;Eigenmarke;16;1,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;15;15;500;1;15;St;4;;0;0;;0;;;;;;;;;69;;;;;;;;;;;;;;;;;;8;1,35;;0
G11732;G11732;Soplica Sliwkowa 32% 0,5l x 15St.;;Eigenmarke;16;5,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;15;15;500;1;15;St;4;;0;0;;0;;;;;;;;;69;;;;;;;;;;;;;;;;;;15;12,99;;0
G11733;G11733;Soplica Tradiziona 0,5Lx15st;;Eigenmarke;16;6,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;15;15;500;1;15;St;4;;0;0;;0;;;;;;;;;69;;;;;;;;;;;;;;;;;;12;2,79;;0
G11734;G11734;Soplica Tradiziona 0,7x12st;;Eigenmarke;16;8,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;69;;;;;;;;;;;;;;;;;;24;4,59;;0
G11735;G11735;Soplica Truskawkowe  0,5Lx15st;;Eigenmarke;16;5,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;15;15;500;1;15;St;4;;0;0;;0;;;;;;;;;69;;;;;;;;;;;;;;;;;;15;1,29;;0
G11736;G11736;Soplica Wischnowa 0,5Lx15st;;Eigenmarke;16;5,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;15;15;500;1;15;St;4;;0;0;;0;;;;;;;;;69;;;;;;;;;;;;;;;;;;16;1,19;;0
G11737;G11737;Soplica Wisniowa  100ml x 12stk;;Eigenmarke;16;1,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;69;;;;;;;;;;;;;;;;;;15;1,25;;0
G11738;G11738;Soplica Zetrynowa z Miodu 0,5 x 15st 30 %;;Eigenmarke;16;5,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;15;15;500;1;15;St;4;;0;0;;0;;;;;;;;;69;;;;;;;;;;;;;;;;;;16;0,99;;0
G11739;G11739;Sos do kurczaka pieczeniowy 37g x 30st.;;Eigenmarke;5;0,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;30;30;500;1;30;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;24;1,19;;0
G11740;G11740;Sos do ryby 37st x 27 gr Winyary;;Eigenmarke;5;0,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;37;37;500;1;37;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;15;1,09;;0
G11741;G11741;Sos grzybowy 37 st x 28 gr Winiary;;Eigenmarke;5;0,53;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;37;37;500;1;37;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;8;0,99;;0
G11742;G11742;Sosiski JBB POLANKI 225 gr Parowki;;Eigenmarke;5;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;35;35;500;1;35;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;5;3,99;;0
G11743;G11743;Sos pieczeniowy jasny 30gx 35stk;;Eigenmarke;5;0,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;30;30;500;1;30;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;;;;0
G11744;G11744;Sos pieczeniowy z cebulka 30stk;;Eigenmarke;5;0,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;6;0,89;;0
G11745;G11745;SoS Pieszenowy Ciemny 120 gr x10st;;Eigenmarke;5;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;6;2,89;;0
G11746;G11746;Sos pomidorowy 33g x 37st.;;Eigenmarke;5;0,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;37;37;500;1;37;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;;;;0
G11747;G11747;Sos Serowy z Bazylia 27 st x 37gr;;Eigenmarke;5;0,63;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;20;20;500;1;20;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;12;3,29;;0
G11748;G11748;"Sosy Borowika Winiary"" 20St.x 32gr""";;Eigenmarke;5;0,63;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;35;35;500;1;35;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;12;3,29;;0
G11749;G11749;"Sosy Pieczeniowo-kremowy Winiary""  35St.x30gr.""";;Eigenmarke;5;0,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;35;35;500;1;35;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;12;0,89;;0
G11750;G11750;Sous Borowikowe 33 gr x 20 st;;Eigenmarke;5;0,63;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;20;20;500;1;20;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;6;1,49;;0
G11751;G11751;Sous Burgerowy 350 ml x 8 st Winjary;;Eigenmarke;5;1,35;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;30;0,49;;0
G11752;G11752;Sous Curry 350grx8st;;Eigenmarke;5;1,35;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;30;0,49;;0
G11753;G11753;Sous Dekaratyjny 350 gr x 8 st;;Eigenmarke;5;1,35;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;30;0,49;;0
G11754;G11754;Sous Gory 350 gr x 8 st WInjary;;Eigenmarke;16;1,35;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;30;0,49;;0
G11755;G11755;Sous Grybowoi Staropolski 32gr x 22st;;Eigenmarke;5;0,63;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;37;37;500;1;37;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;30;0,45;;0
G11756;G11756;Sous Grybowy 37st x 28gr Wynjari;;Eigenmarke;5;0,57;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;37;37;500;1;37;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;25;0,49;;0
G11757;G11757;Sous Grybowy Jak u Mamy 20stx33gr;;Eigenmarke;5;0,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;20;20;500;1;20;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;25;0,49;;0
G11758;G11758;Sous Hamburger 350x8st winiary;;Eigenmarke;5;1,35;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;30;0,49;;0
G11759;G11759;Sous Harsanowy 250gr x6st Wynjary;;Eigenmarke;5;0,89;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;;;;0
G11760;G11760;Sous Kopperkowy z Smetanka 37 st x27 gr Winjary;;Eigenmarke;5;0,53;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;37;37;500;1;37;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;25;0,49;;0
G11761;G11761;Sous Musliwsky 22stx30gr;;Eigenmarke;5;0,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;22;22;500;1;22;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;25;0,45;;0
G11762;G11762;Sous Pieszarkowe Kremowy 29 gr x 35 st;;Eigenmarke;5;0,53;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;35;35;500;1;35;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;32;0,49;;0
G11763;G11763;Sous Pieszenowy Cymny 30gr x35st Wynjary;;Eigenmarke;5;0,53;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;35;35;500;1;35;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;28;0,49;;0
G11764;G11764;Sous Pieszenowy Delikatny 35 st x 34 gr Winjary;;Eigenmarke;5;0,53;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;35;35;500;1;35;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;30;0,45;;0
G11765;G11765;Sous Pieszenowy Jasni 35 st x27 gr Winjary;;Eigenmarke;5;0,53;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;35;35;500;1;35;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;6;1,49;;0
G11766;G11766;Sous Piezarkowy 30 gr x 35 st;;Eigenmarke;5;0,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;35;35;500;1;35;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;6;1,49;;0
G11767;G11767;Sous Piszenowy Ciemny 35st x30 gr;;Eigenmarke;5;0,53;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;35;35;500;1;35;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;6;1,09;;0
G11768;G11768;Sous Pomidorowe 33 gr x 37 st;;Eigenmarke;5;0,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;37;37;500;1;37;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;12;1,39;;0
G11769;G11769;Sous Serowe z Pieszarkami 30 st x;;Eigenmarke;5;0,69;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;30;30;500;1;30;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;6;1,49;;0
G11770;G11770;Sous Tatarski 350grx8st;;Eigenmarke;5;1,35;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;6;1,49;;0
G11771;G11771;"Sous Winiary"" Italia Bolognesesauce mit Zwiebeln und Basilikum 46g x 25stk""";;Eigenmarke;5;0,69;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;25;25;500;1;25;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;6;1,49;;0
G11772;G11772;"Sous Winiary"" Italia Kï¿½se-Champignonsauce 29g x 30stk""";;Eigenmarke;5;0,63;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;30;30;500;1;30;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;6;1,49;;0
G11773;G11773;Sous Zesnakowe 350 mlx 8 st Winjary;;Eigenmarke;5;1,35;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;69;;;;;;;;;;;;;;;;;;6;1,29;;0
G11774;G11774;Spiritus 0,5lx 15 st   95 % Alkogol;;Eigenmarke;16;12,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;15;15;500;1;15;St;4;;0;0;;0;;;;;;;;;69;;;;;;;;;;;;;;;;;;6;1,49;;0
G11775;G11775;Spiritus 100ml x 12st  96 % Alkogol;;Eigenmarke;16;2,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;69;;;;;;;;;;;;;;;;;;6;1,29;;0
G11776;G11776;Spiritus 200ml x 24 st;;Eigenmarke;5;4,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;24;24;500;1;24;St;4;;0;0;;0;;;;;;;;;69;;;;;;;;;;;;;;;;;;6;1,49;;0
G11777;G11777;Sproten Graal w Pomidorach 170 gr x 15st;;Eigenmarke;5;1,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;15;15;500;1;15;St;4;;0;0;;0;;;;;;;;;42;;;;;;;;;;;;;;;;;;6;1,29;;0
G11778;G11778;Sproten in Öll 170gr x16 st LOSOS;;Eigenmarke;5;1,19;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;16;16;500;1;16;St;4;;0;0;;0;;;;;;;;;42;;;;;;;;;;;;;;;;;;6;1,49;;0
G11779;G11779;Sproten In Öl170 gr x 24 st Ewra Fisch;;Eigenmarke;5;1,19;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-30 14:48:00;;0;0;;24;24;500;1;24;St;;;0;0;;0;;;;;;;;;42;;;;;;;;;;;;;;;;;;6;1,29;;0
G11780;G11780;Sproten in Öl Graal 170 gr x 15st;;Eigenmarke;5;1,25;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;15;15;500;1;15;St;4;;0;0;;0;;;;;;;;;42;;;;;;;;;;;;;;;;;;6;1,29;;0
G11781;G11781;Sproten in Pomidorach 175 gr x 16 st LOSOS;;Eigenmarke;5;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;16;16;500;1;16;St;4;;0;0;;0;;;;;;;;;42;;;;;;;;;;;;;;;;;;6;1,49;;0
G11782;G11782;Sproten In Tomaten  170 gr x 24 st Ewra Fisch;;Eigenmarke;5;1,19;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;24;24;500;1;24;St;4;;0;0;;0;;;;;;;;;42;;;;;;;;;;;;;;;;;;6;1,49;;0
G11783;G11783;Sproten Winter Grall 170 gr x 15 st;;Eigenmarke;5;1,09;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;15;15;500;1;15;St;4;;0;0;;0;;;;;;;;;42;;;;;;;;;;;;;;;;;;6;1,49;;0
G11784;G11784;Sproten w POmidorach 170 gr x 8 xt King Osgar;;Eigenmarke;5;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;42;;;;;;;;;;;;;;;;;;6;1,49;;0
G11785;G11785;Stakan Moloka Roshen 1kg x 5 st;;Eigenmarke;5;3,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;5;5;500;1;5;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;6;1,09;;0
G11786;G11786;Staubmaske Weiï¿½ 1 pack x 10stk;;Eigenmarke;5;5,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:34;;0;0;;;;500;;;;;;0;0;;0;;;;;;;;;23;;;;;;;;;;;;;;;;;;6;1,49;;0
