ordernumber;mainnumber;name;additionalText;supplier;tax;price_EK;pseudoprice_EK;baseprice_EK;from_EK;to_EK;price_H;pseudoprice_H;baseprice_H;from_H;to_H;active;instock;stockmin;description;description_long;shippingtime;added;changed;releasedate;shippingfree;topseller;keywords;minpurchase;purchasesteps;maxpurchase;purchaseunit;referenceunit;packunit;unitID;pricegroupID;pricegroupActive;laststock;suppliernumber;weight;width;height;length;ean;similar;configuratorsetID;configuratortype;configuratorOptions;categories;propertyGroupName;propertyValueName;accessory;imageUrl;main;attr1;attr2;attr3;purchasePrice;metatitle;;;;;;;;;;;
G11619;G11619;Schampinjon Vitarol 300 ml x 10 st;;Eigenmarke;5;1,09;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;41;;;;;;;;;;;;;;;;;;3;6,99;;0
G11620;G11620;Schampinjon vitarol 650gr x 6 st;;Eigenmarke;5;1,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;41;;;;;;;;;;;;;;;;;;10;2,99;;0
G11621;G11621;Schawel  315 ml x 6st z Babcinej Spizarni;;Eigenmarke;5;1,09;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;41;;;;;;;;;;;;;;;;;;10;2,99;;0
G11622;G11622;Schawel 320mlx10st Frubex;;Eigenmarke;5;0,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;41;;;;;;;;;;;;;;;;;;6;3,09;;0
G11623;G11623;Schawel 320 ml x 10 st Vitarol;;Eigenmarke;5;0,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;41;;;;;;;;;;;;;;;;;;16;1,79;;0
G11624;G11624;Schawel Global 300 ml x 10st;;Eigenmarke;5;0,69;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;41;;;;;;;;;;;;;;;;;;15;1,09;;0
G11625;G11625;Scheri Koktel Tomaten 4 kg Belgien;;Eigenmarke;5;7,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:34;;0;0;;;;500;;;;;;0;0;;0;;;;;;;;;22;;;;;;;;;;;;;;;;;;;;;0
G11626;G11626;Schmalez 200 gr x15 st;;Eigenmarke;5;1,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;15;15;500;1;15;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;3;3,99;;0
G11627;G11627;Schmand Pjatniza 200 x 12 st  18%;;Eigenmarke;5;0,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;33;;;;;;;;;;;;;;;;;;10;1,09;;0
G11628;G11628;Sedita Horalky 50g x 36St.;;Eigenmarke;5;0,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;36;36;500;1;36;St;4;;0;0;;0;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;0
G11629;G11629;Seko 800ml x 6st Fisch;;Eigenmarke;5;2,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;24;0,55;;0
G11630;G11630;Seko Hering in Öl  50ml x 6st 0g x 6st.;;Eigenmarke;5;2,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;19;;;;;;;;;;;;;;;;;;14;0,875;;0
G11631;G11631;Seleri Wurzel 5 kg sack;;Eigenmarke;5;4,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;5;5;500;1;5;St;4;;0;0;;0;;;;;;;;;45;;;;;;;;;;;;;;;;;;30;0,22;;0
G11632;G11632;Serek 135g -12st LACiATA  Naturaln;;Eigenmarke;5;0,65;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;34;;;;;;;;;;;;;;;;;;30;0,23;;0
G11633;G11633;Serek Topiony kremowy 12x100g;;Eigenmarke;5;0,55;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;34;;;;;;;;;;;;;;;;;;30;0,33;;0
G11634;G11634;Serek Topiony z czosnkiem 12x100g;;Eigenmarke;5;0,55;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;34;;;;;;;;;;;;;;;;;;30;0,22;;0
G11635;G11635;Serek Topiony z Papryka 12x100g;;Eigenmarke;5;0,55;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;34;;;;;;;;;;;;;;;;;;30;0,22;;0
G11636;G11636;Serek Topiony z pieczarkami 12x100g;;Eigenmarke;5;0,55;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;34;;;;;;;;;;;;;;;;;;10;0,59;;0
G11637;G11637;Serek Topiony z szynka 12x100g;;Eigenmarke;5;0,55;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;34;;;;;;;;;;;;;;;;;;10;1,39;;0
G11638;G11638;Serek wiejski 12St. x 200g;;Eigenmarke;5;0,55;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;34;;;;;;;;;;;;;;;;;;10;8,9;;0
G11639;G11639;Ser Kaszkawal 300 gr x 8 st;;Eigenmarke;5;1,69;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;34;;;;;;;;;;;;;;;;;;15;0,69;;0
G11640;G11640;Sernik Emix 193gr x 5 st;;Eigenmarke;5;1,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;5;5;500;1;5;St;4;;0;0;;0;;;;;;;;;24;;;;;;;;;;;;;;;;;;10;8,9;;0
G11641;G11641;Sezamki 27gr x24  neue;;Eigenmarke;5;0,27;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;24;24;500;1;24;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;12;1,39;;0
G11642;G11642;Sezamki Tradicijne 27 gr x 32 st Odra;;Eigenmarke;5;0,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;32;32;500;1;32;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;10;0,69;;0
G11643;G11643;Siracha Chilisauce 12 x 525g / 455ml scharf;;Eigenmarke;5;1,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;49;;;;;;;;;;;;;;;;;;10;0,69;;0
G11644;G11644;Skwierzyna smalec z miesem 160g x 6stk;;Eigenmarke;5;1,09;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;10;1,25;;0
G11645;G11645;Skwierzyna smalec z miesem i cebula 160g x 6stk;;Eigenmarke;5;1,09;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;6;1,19;;0
G11646;G11646;Skwierzyna smalec z miesem i czosnkiem 160g x 6stk;;Eigenmarke;5;1,09;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;12;0,89;;0
G11647;G11647;Skzydelka Wedzona 400Gr Drobjowa;;Eigenmarke;5;1,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;38;;;;;;;;;;;;;;;;;;8;0,99;;0
G11648;G11648;Slaska Fimowa Nik Pol;;Eigenmarke;5;4,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;kg;4;;0;0;;0;;;;;;;;;38;;;;;;;;;;;;;;;;;;6;1,19;;0
G11649;G11649;Slaska Grillowa KABANOS;;Eigenmarke;5;5,89;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;kg;4;;0;0;;0;;;;;;;;;38;;;;;;;;;;;;;;;;;;8;0,99;;0
G11650;G11650;Slaska Kier Wurst Luxusowa;;Eigenmarke;5;4,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;kg;4;;0;0;;0;;;;;;;;;38;;;;;;;;;;;;;;;;;;8;0,99;;0
G11651;G11651;Slaska Wurst Korona;;Eigenmarke;5;4,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;kg;4;;0;0;;0;;;;;;;;;38;;;;;;;;;;;;;;;;;;6;0,79;;0
G11652;G11652;Slaska Wurst Morlyny;;Eigenmarke;5;5,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;kg;4;;0;0;;0;;;;;;;;;38;;;;;;;;;;;;;;;;;;10;1,29;;0
G11653;G11653;Slaska z Barbrownik  wurst NIK POL;;Eigenmarke;5;5,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;kg;4;;0;0;;0;;;;;;;;;38;;;;;;;;;;;;;;;;;;2;4,99;;0
G11654;G11654;Slaska Z Kurczakiem Nik Pol;;Eigenmarke;5;4,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1;1;500;1;1;kg;4;;0;0;;0;;;;;;;;;38;;;;;;;;;;;;;;;;;;10;1,59;;0
G11655;G11655;Sledz Ewra Fisch 170 gr x12 st Pmidorach;;Eigenmarke;5;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;42;;;;;;;;;;;;;;;;;;2;4,99;;0
G11656;G11656;Sledz w Souse Pomidorowem Jantar 160g x 12st;;Eigenmarke;5;1,19;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;42;;;;;;;;;;;;;;;;;;10;1,59;;0
G11657;G11657;Sledz w Souse Pomidorowem MEG 170 gr x 12st;;Eigenmarke;5;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;42;;;;;;;;;;;;;;;;;;2;5,29;;0
G11658;G11658;Sliwa Poland 10kg Kiste;;Eigenmarke;5;1,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;22;;;;;;;;;;;;;;;;;;1,9;4,99;;0
G11659;G11659;Sliwka 1 kg x 6 kg Delux Dobosz;;Eigenmarke;5;6,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;10;1,59;;0
G11660;G11660;Sliwka 300 plum x 16st Dobosz;;Eigenmarke;5;1,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;16;16;500;1;16;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;12;0,79;;0
G11661;G11661;Sliwka 3kg Luxusowa Fiolet Pack;;Eigenmarke;5;6,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;3;3;500;1;3;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;24;2,29;;0
G11662;G11662;Sliwka 400 gr x10 st Delux Dobosz;;Eigenmarke;5;2,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;30;0,29;;0
G11663;G11663;Sliwka 400gr x 10st LUX in Schokolade;;Eigenmarke;5;2,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;25;0,25;;0
G11664;G11664;Sliwka 400 x6 xst Delux Dobosz;;Eigenmarke;5;3,09;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;http://shopware.p562114.webspaceconfig.de/media/image/46/9d/be/gellwe-soda.png;1;20;0,19;;0
G11665;G11665;Sliwka Delux Plaum 300gr x 16 st;;Eigenmarke;5;1,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;16;16;500;1;16;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;http://shopware.p562114.webspaceconfig.de/media/image/33/d6/1b/dawtonapomidorowysok330ml.png;1;12;0,42;;0
G11666;G11666;Sliwka Kalifornijska 200 gr x 15 st DOBOSZ;;Eigenmarke;5;1,09;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;15;15;500;1;15;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;http://shopware.p562114.webspaceconfig.de/media/image/5c/a3/29/Sok-Dawtona-Welowarzywny-Pomidorowe.jpg;1;12;0,42;;0
G11667;G11667;Sliwka Solidarnostj 3 kg Displej;;Eigenmarke;5;7,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:34;;0;0;;;;500;;;;;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;6;1,59;;0
G11668;G11668;Sliwka w Schokolade 3 kg pack;;Eigenmarke;5;3,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;3;3;500;1;3;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;6;1,59;;0
G11669;G11669;Slomka Brzech 200gr x 10 st;;Eigenmarke;5;1,09;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;12;1,99;;0
G11670;G11670;Slomka ptysiowa z cukrem 200g x 10St.;;Eigenmarke;5;1,09;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:34;;0;0;;;;500;;;;;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;6;1,69;;0
G11671;G11671;Sloneczne pole Kapusta Kwaschona 500g x 24St.;;Eigenmarke;5;0,55;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;24;24;500;1;24;St;4;;0;0;;0;;;;;;;;;41;;;;;;;;;;;;;;;;;;12;1,89;;0
G11672;G11672;Sloneczne pole Ogorki Kwaszone 800g x 12St.;;Eigenmarke;5;11,49;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;14;14;500;1;14;St;4;;0;0;;0;;;;;;;;;41;;;;;;;;;;;;;;;;;;12;1,39;;0
G11673;G11673;Smaczna Zupa Winiary Barcz Zerwoni 16 gr x 30st;;Eigenmarke;5;0,22;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;30;30;500;1;30;St;4;;0;0;;0;;;;;;;;;51;;;;;;;;;;;;;;;;;;6;1,89;;0
G11674;G11674;Smaczna Zupa Winiary Grochowa 22gr x 30 st;;Eigenmarke;5;0,23;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;30;30;500;1;30;St;4;;0;0;;0;;;;;;;;;51;;;;;;;;;;;;;;;;;;2,5;6,99;;0
G11675;G11675;Smaczna Zupa Winiary Pieszerkowa 16 gr x 30st;;Eigenmarke;5;0,33;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;30;30;500;1;30;St;4;;0;0;;0;;;;;;;;;51;;;;;;;;;;;;;;;;;;2,5;7,99;;0
G11676;G11676;Smaczna Zupa Winiary Rasol 12gr x 30 st;;Eigenmarke;5;0,22;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;30;30;500;1;30;St;4;;0;0;;0;;;;;;;;;51;;;;;;;;;;;;;;;;;;2,5;6,99;;0
G11677;G11677;Smaczna Zupa Winiary Zurek 16gr x 30 st;;Eigenmarke;5;0,22;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;30;30;500;1;30;St;4;;0;0;;0;;;;;;;;;51;;;;;;;;;;;;;;;;;;15;5,99;;0
G11678;G11678;Smak Buratszki  290 ml x 10st;;Eigenmarke;5;0,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;15;5,99;;0
G11679;G11679;Smak czosnek Marynowany 190g x 10stk;;Eigenmarke;5;1,39;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;12;1,79;;0
G11680;G11680;Smak Gurken 750gr x10 st Kwaszony;;Eigenmarke;5;8,9;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;15;5,99;;0
G11681;G11681;Smak Harsan 175gr x 15 st;;Eigenmarke;5;0,69;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;15;15;500;1;15;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;15;5,99;;0
G11682;G11682;Smak Kapusta Kiszona 1 kg x 10 st;;Eigenmarke;5;8,9;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;12;1,79;;0
G11683;G11683;"Smak Schwarze Oliven (kernlos) 220g x 12Stk""";;Eigenmarke;5;1,39;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;15;5,99;;0
G11684;G11684;SMAK Seler konserwowy 300g x 10St.;;Eigenmarke;5;0,69;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;15;5,99;;0
G11685;G11685;Smak Swikla z harsanem 280 gr x 10st;;Eigenmarke;5;0,69;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;15;5,99;;0
G11686;G11686;Smak Zesnok Marinowany 190 gr x 10 st;;Eigenmarke;5;1,25;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;15;5,99;;0
G11687;G11687;Smalec z cebula 150g x 6st SKWIERZYNA;;Eigenmarke;5;1,19;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;12;1,79;;0
G11688;G11688;Smalec z Gesi 130 gr DROS;;Eigenmarke;5;0,89;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;12;5,99;;0
G11689;G11689;Smalec z Miesem i Cebulka 250 gr x 8 st;;Eigenmarke;5;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;15;1,79;;0
G11690;G11690;Smalec z miesem i czesnkiem 150g x 6st SKWIERZYNA;;Eigenmarke;5;1,19;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;15;5,99;;0
G11691;G11691;Smalez z Miesem i Czosnkem 250 gr x 8 st;;Eigenmarke;5;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;15;6,29;;0
G11692;G11692;Smalez z Miesem  po Mysliwsku 250 gr x 8 st;;Eigenmarke;5;0,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;8;8;500;1;8;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;12;8,29;;0
G11693;G11693;Smalez z szkwarkami 150 gr;;Eigenmarke;5;0,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;6;6;500;1;6;St;4;;0;0;;0;;;;;;;;;39;;;;;;;;;;;;;;;;;;15;5,99;;0
G11694;G11694;Sniezka Galaretka 250g x 10st;;Eigenmarke;5;1,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;55;;;;;;;;;;;;;;;;;;15;5,99;;0
G11695;G11695;Sniezka kocha Michalki 2 kg pack;;Eigenmarke;5;4,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;2;2;500;1;2;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;12;1,79;;0
G11696;G11696;Sniezka Michalki 250g x 10st;;Eigenmarke;5;1,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;15;5,99;;0
G11697;G11697;Sniezka Michalki czekoladowe/orzechowe 1kg;;Eigenmarke;5;4,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;2;2;500;1;2;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;30;0,49;;0
G11698;G11698;Sniezka Michalki Halwowe 250 gr x 10st;;Eigenmarke;5;1,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;37;0,49;;0
G11699;G11699;Sniezka Michalki z Hanki 2000g;;Eigenmarke;5;5,29;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;2;2;500;1;2;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;37;0,53;;0
G11700;G11700;Sniezka Michalki z Hanki Milk 1,9kg;;Eigenmarke;5;4,99;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;1,9;1,9;500;1;1,9;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;35;0,99;;0
G11701;G11701;Sniezka Trufetki 250g x 10st;;Eigenmarke;5;1,59;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;10;10;500;1;10;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;30;0,49;;0
G11702;G11702;Sobik Maslo extra oseleczka gorska 82% 100g;;Eigenmarke;5;0,79;0;;1;beliebig;;;;;;1;10000;0;;;3 – 5 ;2020-08-11;2020-08-28 16:31:32;;0;0;;12;12;500;1;12;St;4;;0;0;;0;;;;;;;;;56;;;;;;;;;;;;;;;;;;10;0,49;;0
